nacc_id,submitter_id,statement_detail_type_id,index,detail,valuation_submitter,valuation_spouse,valuation_child,note,latest_submitted_date
2420,73,7,2,เงินได้พึงประเมิน ตามประมวลรัษฎากร,3110315.16,,,,2022-02-10
2420,73,7,3,มาตรา 40(1)-(8),3110315.16,,,,2022-02-10
2420,73,8,1,เงินสด,149307462.32,6673552.35,16852346.82,,2022-02-10
2420,73,9,1,เงินฝาก,149307462.32,4262500,16852346.82,,2022-02-10
2420,73,10,1,เงินลงทุน,11150000,4262500,,,2022-02-10
2420,73,11,1,เงินให้กู้ยืม,120103156,222000,,,2022-02-10
2420,73,12,1,ทรัพย์สิน,120103156,10330156,,,2022-02-10
2420,73,13,1,โรงเรือนและสิ่งปลูกสร้าง,35256451.5,10330156,,,2022-02-10
2420,73,14,1,ยานพาหนะ,94969989.54,8149000,41348049,,2022-02-10
2420,73,15,1,สิทธิและสัมปทาน,94969989.54,,41348049,,2022-02-10
2420,73,16,1,ทรัพย์สินอื่น,147120000,8430000,41348049,,2022-02-10
2420,73,18,1,เงินกู้จากธนาคารและสถาบันการเงินอื่น,145433890,21482534,,,2022-02-10
2434,74,1,1,ค่าตอบแทน เงินเดือน โบนัส และอื่นๆ,33300887.7,,,,2021-12-15
2434,74,2,1,ดอกเบี้ย เงินปันผล และอื่นๆ,177406.89,2508.804,,,2021-12-15
2434,74,5,3,ภาษีเงินได้ ภาษีหัก ณ ที่จ่าย,10897447.29,139.328,,,2021-12-15
2434,74,5,4,ค่าใช้จ่ายส่วนตัวและในครอบครัว,6698132.73,1296.968,,,2021-12-15
2434,74,6,1,ภาษีเงินได้ ภาษีหัก ณ ที่จ่าย,10897447.29,139.328,,,2021-12-15
2434,74,6,2,ค่าใช้จ่ายส่วนตัวและในครอบครัว,6698132.73,1296.968,,,2021-12-15
2434,74,9,1,เงินฝาก,31912841.91,118435670.89,,,2021-12-15
2434,74,10,1,เงินลงทุน,6229945.7,9000000,,,2021-12-15
2434,74,12,1,ทรัพย์สิน,,20400000,,,2021-12-15
2434,74,13,1,โรงเรือนและสิ่งปลูกสร้าง,,20300000,,,2021-12-15
2434,74,14,1,ยานพาหนะ,1300000,3300000,,,2021-12-15
2434,74,16,1,ทรัพย์สินอื่น,1000000,9295000,,,2021-12-15
2434,74,17,1,เงินเบิกเกินบัญชี,27892.92,117153.32,,,2021-12-15
2434,74,18,1,เงินกู้จากธนาคารและสถาบันการเงินอื่น,27892.92,117153.32,,,2021-12-15
2445,78,1,1,เงินเดือน,1198880,,,,2019-10-15
2445,78,1,2,เบี้ยประชุม/ค่าที่ปรึกษา/ค่าตอบแทนกรรมการ,776250,,,,2019-10-15
2445,78,2,1,ดอกเบี้ยและเงินปันผล (ประมาณ),2800000,470000,,,2019-10-15
2445,78,5,3,รายจ่ายต่อปี (ประมาณ),4000000,,,,2019-10-15
2445,78,5,5,ภาษีเงินได้ (ประมาณ),99883.4,,,,2019-10-15
2445,78,5,6,ค่าท่องเที่ยว (ทัวร์),2000,,,,2019-10-15
2445,78,7,1,ภาษีเงินได้ (ประมาณ),99883.4,,,,2019-10-15
2445,78,7,2,ค่าท่องเที่ยว (ทัวร์),2000,,,,2019-10-15
2445,78,9,1,เงินฝาก,52963394.9,23268484.83,,,2019-10-15
2445,78,10,1,เงินลงทุน,168464533.07,23268484.83,,,2019-10-15
2445,78,11,1,เงินให้กู้ยืม,168464533.07,65240531.19,,,2019-10-15
2445,78,12,1,ทรัพย์สิน,17000000,,,,2019-10-15
2445,78,13,1,โรงเรือนและสิ่งปลูกสร้าง,17300000,30000000,,,2019-10-15
2445,78,14,1,ยานพาหนะ,17300000,30000000,,,2019-10-15
2445,78,15,1,สิทธิและสัมปทาน,4500000,,,,2019-10-15
2445,78,16,1,ทรัพย์สินอื่น,,12925000,,,2019-10-15
2448,66,1,2,โบนัส,,2300000,,,2019-10-15
2448,66,1,3,ค่าเบี้ยประชุม,200,,,,2019-10-15
2448,66,2,1,ดอกเบี้ย,500,1000000,2561,,2019-10-15
2448,66,2,2,ค่าเช่าที่ดิน,,,2561,,2019-10-15
2448,66,5,1,เงินคืนประกันชีวิตตามสัญญา,,,2561,,2019-10-15
2448,66,5,4,๑๑) ผ่อนบ้าน ผ่อนรถยนต์,,1000000,,,2019-10-15
2448,66,5,5,เบี้ยประกัน,50000,100000,,,2019-10-15
2448,66,5,6,อุปโภคบริโภค,800,800000,,,2019-10-15
2448,66,5,8,ค่าใช้จ่ายเพื่อบุพการี,,500000,,,2019-10-15
2448,66,5,9,ท่องเที่ยว,,500000,,,2019-10-15
2448,66,6,1,๑๑) ผ่อนบ้าน ผ่อนรถยนต์,,1000000,,,2019-10-15
2448,66,6,2,เบี้ยประกัน,50000,100000,,,2019-10-15
2448,66,6,3,อุปโภคบริโภค,800,800000,,,2019-10-15
2448,66,7,1,ค่าใช้จ่ายเพื่อบุพการี,,500000,,,2019-10-15
2448,66,7,2,ท่องเที่ยว,,500000,,,2019-10-15
2448,66,8,1,เงินสด,300000,300000,,,2019-10-15
2448,66,9,1,เงินฝาก,300000,300000,,,2019-10-15
2448,66,10,1,เงินลงทุน,37000862.48,62054588.77,,,2019-10-15
2448,66,11,1,เงินให้กู้ยืม,,62054588.77,,,2019-10-15
2448,66,12,1,ทรัพย์สิน,45000000,12200000,,,2019-10-15
2448,66,13,1,โรงเรือนและสิ่งปลูกสร้าง,20000000,4000000,,,2019-10-15
2448,66,14,1,ยานพาหนะ,10600000,7100000,,,2019-10-15
2448,66,15,1,สิทธิและสัมปทาน,10600000,7100000,,,2019-10-15
2448,66,16,1,ทรัพย์สินอื่น,,1200000,,,2019-10-15
2448,66,18,1,เงินกู้จากธนาคารและสถาบันการเงินอื่น,,2830290.5,,,2019-10-15
2448,66,19,1,หนี้สินที่มีหลักฐานเป็นหนังสือ,,2830290.50,,,2019-10-15
