submitter_id,nacc_id,position_period_type_id,index,position,position_category_type_id,workplace,workplace_location,date_acquiring_type_id,start_date,start_month,start_year,date_ending_type_id,end_date,end_month,end_year,note,latest_submitted_date
121,945,1,0,สมาชิกสภาผู้แทนราษฎร,4,,,1,15,6,2023,4,,,,ตำแหน่งที่ยื่นหน้าที่ยื่นบัญชีฯ,2023-07-07
121,945,3,1,สมาชิกสภาผู้แทนราษฎร สำนักเลขาธิการสภาพแทน,,ราษฎร์,,1,,,2019,1,,,2023,,2023-07-07
122,949,1,0,สมาชิกสภาผู้แทนราษฎร,4,สำนักงานเลขาธิการสภาผู้แทนราษฎร,สำนักงานเลขาธิการสภาผู้แทนราษฎร,1,20,3,2023,4,,,,ตำแหน่งที่ยื่นหน้าที่ยื่นบัญชีฯ,2023-07-11
122,949,3,1,,,วิวรรธน์,,4,,,,4,,,,,2023-07-11
123,950,1,0,สมาชิกสภาผู้แทนราษฎร,4,รัฐสภา,รัฐสภา,1,20,3,2023,4,,,,ตำแหน่งที่ยื่นหน้าที่ยื่นบัญชีฯ,2023-07-10
123,950,3,1,,,................,,4,,,,4,,,,,2023-07-10
124,952,1,0,สมาชิกสภาผู้แทนราษฎร,4,รัฐสภา,รัฐสภา,1,20,3,2023,4,,,,ตำแหน่งที่ยื่นหน้าที่ยื่นบัญชีฯ,2023-07-10
124,952,3,1,ชุมกิจสงับตร,,,,1,,,2018,4,,,,,2023-07-10
124,952,3,2,สมาชิกสภาผู้แทนราษฎร,,รัฐสภา,,1,,,2019,1,,,2023,,2023-07-10
46,975,1,0,สมาชิกสภาผู้แทนราษฎร,4,,,1,15,12,2021,4,,,,ตำแหน่งที่ยื่นหน้าที่ยื่นบัญชีฯ,2023-07-04
46,975,3,1,ส.ส. แบบบัญชีรายชื่อ,,สภาผู้แทนราษฎร,,1,,,2022,4,,,,,2023-07-04
46,975,3,2,,,ประ ต. ยายชาอ.กำแพงแสนจ.นครปฐม บจก. เทอะ ทรีลิตเติล์ฟิกซ์,,4,,,,4,,,,,2023-07-04
46,975,3,3,นักการเมืองท้องถิ่น,,350/3 ต. ท้ายบ้าน อ. เมืองสมุทรปราการ,,4,,,,4,,,,,2023-07-04
125,976,1,0,สมาชิกสภาผู้แทนราษฎร,4,รัฐสภา,รัฐสภา,1,28,2,2023,4,,,,ตำแหน่งที่ยื่นหน้าที่ยื่นบัญชีฯ,2023-07-11
125,976,3,1,,,พรรคพลังประชารัฐ,,4,,,,4,,,,,2023-07-11
125,976,3,2,อดิตรองเลขากรรมชีการทหาร,,พรรคชาติไทยพัฒนา สำนักงานเลขารัฐสภา,,4,,,,4,,,,,2023-07-11
125,976,3,3,ประธานสโมสรฟุตบอลพราย 17,,,,1,,,2004,4,,,,,2023-07-11
125,976,3,4,ประธานชมรมฟุตบอลนรา ฯ,,สนามกีฬากลางอบจ. นรา ฯ,,1,,,2005,4,,,,,2023-07-11
54,989,1,0,สมาชิกสภาผู้แทนราษฎร,4,รัฐสภา,รัฐสภา,1,25,5,2019,4,,,,ตำแหน่งที่ยื่นหน้าที่ยื่นบัญชีฯ,2023-07-07
54,989,3,1,,,โฆษกพรรคก้าวไกล พรรคก้าวไกล”,,1,,,2020,4,,,,,2023-07-07
54,989,3,2,รองเลขาธิการพรรคก้าวไกล,,พรรคก้าวไกล,,1,,,2020,1,,,2022,,2023-07-07
54,989,3,3,สมาชิกสภาพแทนราชมิน,,พระคลับไกลสภาย์แทนราชา,,1,,,2019,1,,,2023,,2023-07-07
54,989,3,4,ผู้ช่วยเลขาธิการพรรคอนาคตใหม่,,พรรคอนาคตใหม่,,1,,,2018,1,,,2020,,2023-07-07
54,989,3,5,ผอ. กรัมพันธ์ประชาธิปไตย,,กัมมันต์ประชาธิปไตย,,1,,,2017,1,,,2018,,2023-07-07
126,1029,1,0,สมาชิกสภาผู้แทนราษฎร,4,,,1,25,5,2019,4,,,,ตำแหน่งที่ยื่นหน้าที่ยื่นบัญชีฯ,2023-07-04
126,1029,3,1,สมาชิกสภาผู้แทนราษฎร จังหวัดนนทบุรี,,อาคาร รัฐสภา ถนน ทหาร (เกียกกาย) แขวง ถนน นครชัยศรี เขต ดุสิต กรุงเทพฯ,,1,,,2019,4,,,,,2023-07-04
126,1029,3,2,สมาชิกสภาองค์การบริหารส่วน จังหวัด นนทบุรี,,องค์การบริหารส่วนจังหวัดนนทบุรี ถนน รัตนาธิเบศร์ ตำบล บางกระสอ อำเภอ เมืองนนทบุรี จังหวัด นนทบุรี สรพงษ์ ทราโจทย์,,1,,,2014,4,,,,,2023-07-04
127,1035,1,0,สมาชิกสภาผู้แทนราษฎร,4,สภาผู้แทนราษฎร,สภาผู้แทนราษฎร,1,20,3,2023,4,,,,ตำแหน่งที่ยื่นหน้าที่ยื่นบัญชีฯ,2023-07-10
127,1035,3,1,ที่ปรึกษารัฐมนตรีว่าการ,,กระทรวงพาณิชย์ 563 ต.บางกระสอ กระทรวงพาณิชย์ อ. เมือง จ. นนทบุรี,,1,,,2019,1,,,2022,,2023-07-10
127,1035,3,2,กรรมการบริหารพรรค,,พรรคประชาธิปัตย์ 67 แขวงพญาไท,,1,,,2019,4,,,,,2023-07-10
127,1035,3,3,,,เขต พญาไท กทม. 10400,,4,,,,4,,,,,2023-07-10
128,1036,1,0,สมาชิกสภาผู้แทนราษฎร,4,รัฐสภา,รัฐสภา,1,20,3,2023,4,,,,ตำแหน่งที่ยื่นหน้าที่ยื่นบัญชีฯ,2023-07-11
128,1036,3,1,ตำแ,,,,4,,,,4,,,,,2023-07-11
128,1036,3,2,สมาชิกของพีแทพราษฎร์,,วิศวจรา,,1,,,2019,1,,,2023,,2023-07-11
129,1038,1,0,สมาชิกสภาผู้แทนราษฎร,4,สำนักงานเลขาธิการสมาผู้แทนราษฎร,สำนักงานเลขาธิการสมาผู้แทนราษฎร,1,20,3,2023,4,,,,ตำแหน่งที่ยื่นหน้าที่ยื่นบัญชีฯ,2023-07-13
129,1038,3,1,สมาชิกสภาผู้แทนราษฎร,,สำนักงานเลขาธิการสภาผู้แทนราษฎร 1111 ถ.สามเสน แขวงถนนนครไชยศรี เขตดุสิต กรุงเทพฯ 10300,,1,,,2019,1,,,2023,,2023-07-13
129,1038,3,2,ค้าขายของเก่า,,ต. ท่าทราย อ.เมือง จ. สมุทรสาคร 74000 Non เพลาอัพ,,1,,,2018,4,,,,,2023-07-13
63,1039,1,0,สมาชิกสภาผู้แทนราษฎร,4,สภาผู้แทนราษฎร,สภาผู้แทนราษฎร,1,20,3,2023,4,,,,ตำแหน่งที่ยื่นหน้าที่ยื่นบัญชีฯ,2023-07-13
63,1039,3,1,สมาชิกสภาผู้แทนราษฎร,,สภาผู้แทนราษฎร,,4,,,,1,,,2023,,2023-07-13
63,1039,3,2,อาคารรัฐสภา 1111,,( (ไทยเศรษฐ์,,4,,,,4,,,,,2023-07-13
130,1051,1,0,สมาชิกสภาผู้แทนราษฎร,4,รัฐสภา,รัฐสภา,1,20,3,2023,4,,,,ตำแหน่งที่ยื่นหน้าที่ยื่นบัญชีฯ,2023-07-11
130,1051,3,1,กรรมการผู้จัดการ,,บริษัท กฤษดาอุตสาหกรรมไม้ จำกัด.,,4,,,,1,,,2018,,2023-07-11
130,1051,3,2,กรรมการผู้จัดการ,,บริษัท ตั้งเซ่งฮัว หนองคาย จำกัด.,,4,,,,1,,,2018,,2023-07-11
130,1051,3,3,สมาชิกสภาผู้แทนราษฎร,,รัฐสภา .,,4,,,,1,,,2023,,2023-07-11
131,1057,1,0,สมาชิกสภาผู้แทนราษฎร,4,สำนักงานเลขาธิการสภาผู้แทนราษฎร,สำนักงานเลขาธิการสภาผู้แทนราษฎร,1,20,3,2023,4,,,,ตำแหน่งที่ยื่นหน้าที่ยื่นบัญชีฯ,2023-07-07
131,1057,3,1,สมาชิกสภาองค์การบริหาร ส่วนจังหวัด,,องค์การบริหารส่วนจังหวัดประจวบคีรีขันธ์,,4,,,,1,,,2019,,2023-07-07
132,1060,1,0,สมาชิกสภาผู้แทนราษฎร,4,สำนักงานเลขาธิการสภาผู้แทนราษฎร,สำนักงานเลขาธิการสภาผู้แทนราษฎร,1,20,7,2023,4,,,,ตำแหน่งที่ยื่นหน้าที่ยื่นบัญชีฯ,2023-07-18
133,1061,1,0,สมาชิกสภาผู้แทนราษฎร,4,รัฐสภา,รัฐสภา,1,20,3,2023,4,,,,ตำแหน่งที่ยื่นหน้าที่ยื่นบัญชีฯ,2023-07-18
134,1549,1,0,สมาชิกสภาผู้แทนราษฎร,4,รัฐสภา,รัฐสภา,1,9,9,2020,4,,,,ตำแหน่งที่ยื่นหน้าที่ยื่นบัญชีฯ,2019-10-15
105,1558,1,0,สมาชิกสภาผู้แทนราษฎร,4,กรุงเทพมหานคร,กรุงเทพมหานคร,1,23,2,2022,4,,,,ตำแหน่งที่ยื่นหน้าที่ยื่นบัญชีฯ,2019-10-15
105,1558,3,1,ผู้เชี่ยวชาญประจำตัวส.ส.,,โสภา,,4,,,,4,,,,,2019-10-15
105,1558,3,2,ผู้ชำนาญการประจำตัวส.ส.,,รัฐสภา,,4,,,,4,,,,,2019-10-15
105,1558,3,3,กรรมการผู้จัดการ,,บริษัท สินสิริ พร๊อพเพอร์ตี้ จำกัด 49 หมู่ 4 ต.คลองสาม อ.คลองหลวง จ. ปทุมธานี 12120 พิมพ์,,4,,,,4,,,,,2019-10-15
72,3440,1,0,นายกรัฐมนตรี,3,สำนักนายกรัฐมนตรี,สำนักนายกรัฐมนตรี,1,5,9,2023,4,,,,ตำแหน่งที่ยื่นหน้าที่ยื่นบัญชีฯ,2023-11-21
72,3440,3,1,นายกรัฐมนตรี ทำเนียบรัฐบาล,,,,4,,,,1,,,2023,,2023-11-21
72,3440,3,2,หัวหน้าคณะรักษาความสงบแห่งชาติ คณะรักษาความสงบแห่งชาติ,,,,4,,,,1,,,2019,,2023-11-21
